GBP/USD,20150101 22:11:44.417,1.558,1.55845
GBP/USD,20150101 22:11:46.057,1.55797,1.55845
GBP/USD,20150101 22:11:46.062,1.55788,1.55845
GBP/USD,20150101 22:11:46.084,1.55793,1.55845
GBP/USD,20150101 22:11:46.097,1.55798,1.55845
GBP/USD,20150101 22:11:49.067,1.55801,1.55845
GBP/USD,20150101 22:11:49.080,1.55797,1.55845
GBP/USD,20150101 22:11:50.161,1.558,1.55845
GBP/USD,20150101 22:11:52.904,1.558,1.55876
GBP/USD,20150101 22:11:56.002,1.55806,1.55881
GBP/USD,20150101 22:11:56.007,1.55788,1.55888
GBP/USD,20150101 22:11:56.535,1.55797,1.55877
GBP/USD,20150101 22:11:57.601,1.558,1.55876
GBP/USD,20150101 22:12:00.847,1.55802,1.55877
GBP/USD,20150101 22:12:00.851,1.55786,1.55887
GBP/USD,20150101 22:12:00.869,1.55786,1.55888
GBP/USD,20150101 22:12:00.873,1.55794,1.55881
GBP/USD,20150101 22:12:00.884,1.55797,1.55874
GBP/USD,20150101 22:12:01.887,1.55798,1.55875
GBP/USD,20150101 22:12:03.813,1.55801,1.55871
GBP/USD,20150101 22:12:03.832,1.55797,1.55877
GBP/USD,20150101 22:12:05.821,1.558,1.55874
GBP/USD,20150101 22:12:05.912,1.558,1.55881
GBP/USD,20150101 22:12:06.868,1.55797,1.55873
GBP/USD,20150101 22:12:08.909,1.55796,1.5587
GBP/USD,20150101 22:12:09.913,1.558,1.55874
GBP/USD,20150101 22:12:11.217,1.55803,1.55872
GBP/USD,20150101 22:12:12.307,1.55803,1.55876
GBP/USD,20150101 22:12:13.311,1.55802,1.55876
GBP/USD,20150101 22:12:14.326,1.55805,1.55873
GBP/USD,20150101 22:12:15.516,1.55802,1.55875
GBP/USD,20150101 22:12:16.566,1.55805,1.55873
GBP/USD,20150101 22:12:17.648,1.55801,1.55875
GBP/USD,20150101 22:12:20.807,1.55804,1.55873
GBP/USD,20150101 22:12:20.832,1.55798,1.55878
GBP/USD,20150101 22:12:20.991,1.55802,1.5587
GBP/USD,20150101 22:12:22.133,1.55804,1.5587
GBP/USD,20150101 22:12:23.420,1.55804,1.55846
GBP/USD,20150101 22:12:25.306,1.55802,1.55846
GBP/USD,20150101 22:12:28.307,1.55803,1.55846
GBP/USD,20150101 22:12:29.312,1.55804,1.55846
GBP/USD,20150101 22:12:30.678,1.55807,1.55846
GBP/USD,20150101 22:12:30.698,1.55801,1.55846
GBP/USD,20150101 22:12:31.771,1.55804,1.55846
GBP/USD,20150101 22:12:32.773,1.55802,1.55846
GBP/USD,20150101 22:12:33.776,1.55804,1.55846
GBP/USD,20150101 22:12:34.759,1.55804,1.55845
GBP/USD,20150101 22:12:34.780,1.55802,1.55845
GBP/USD,20150101 22:12:37.703,1.55805,1.55845
GBP/USD,20150101 22:12:37.728,1.558,1.55845
GBP/USD,20150101 22:12:40.717,1.55797,1.55845
GBP/USD,20150101 22:12:41.721,1.55802,1.55845
GBP/USD,20150101 22:12:43.761,1.55806,1.55845
GBP/USD,20150101 22:12:45.737,1.55804,1.55845
GBP/USD,20150101 22:12:46.777,1.55802,1.55845
GBP/USD,20150101 22:12:47.802,1.55804,1.55845
GBP/USD,20150101 22:12:49.636,1.55806,1.55845
GBP/USD,20150101 22:12:50.641,1.55804,1.55845
GBP/USD,20150101 22:12:51.887,1.55805,1.55845
GBP/USD,20150101 22:12:51.890,1.55805,1.55846
GBP/USD,20150101 22:12:53.776,1.55807,1.55846
GBP/USD,20150101 22:12:55.027,1.55803,1.55846
GBP/USD,20150101 22:12:56.031,1.55804,1.55846
GBP/USD,20150101 22:12:57.787,1.55805,1.55846
GBP/USD,20150101 22:12:57.802,1.55802,1.55846
GBP/USD,20150101 22:13:00.816,1.55803,1.55846
GBP/USD,20150101 22:13:00.820,1.55803,1.55845
GBP/USD,20150101 22:13:02.863,1.55808,1.55845
GBP/USD,20150101 22:13:02.875,1.55808,1.55847
GBP/USD,20150101 22:13:02.881,1.55803,1.55847
GBP/USD,20150101 22:13:02.942,1.55806,1.55847
GBP/USD,20150101 22:13:04.951,1.55808,1.55847
GBP/USD,20150101 22:13:05.041,1.55803,1.55847
GBP/USD,20150101 22:13:06.827,1.55804,1.55847
GBP/USD,20150101 22:13:07.953,1.55804,1.55846
GBP/USD,20150101 22:13:07.957,1.55802,1.55846
GBP/USD,20150101 22:13:09.056,1.55803,1.55846
GBP/USD,20150101 22:13:10.101,1.55804,1.55846
GBP/USD,20150101 22:13:13.012,1.55806,1.55846
GBP/USD,20150101 22:13:13.026,1.55806,1.55847
GBP/USD,20150101 22:13:14.017,1.55805,1.55847
GBP/USD,20150101 22:13:16.537,1.55809,1.55847
GBP/USD,20150101 22:13:16.602,1.55805,1.55847
GBP/USD,20150101 22:13:18.122,1.55804,1.55847
GBP/USD,20150101 22:13:19.616,1.55805,1.55847
GBP/USD,20150101 22:13:20.663,1.55811,1.55847
GBP/USD,20150101 22:13:20.677,1.55811,1.55849
GBP/USD,20150101 22:13:21.666,1.55807,1.55849
GBP/USD,20150101 22:13:22.752,1.55808,1.55849
GBP/USD,20150101 22:13:23.772,1.5581,1.55849
GBP/USD,20150101 22:13:24.902,1.55806,1.55849
GBP/USD,20150101 22:13:29.522,1.55811,1.55849
GBP/USD,20150101 22:13:29.538,1.55811,1.55848
GBP/USD,20150101 22:13:29.542,1.55805,1.55848
GBP/USD,20150101 22:13:33.814,1.55808,1.55848
GBP/USD,20150101 22:13:33.828,1.55803,1.55848
GBP/USD,20150101 22:13:36.538,1.55806,1.55848
GBP/USD,20150101 22:13:36.541,1.55806,1.55847
GBP/USD,20150101 22:13:36.623,1.55801,1.55847
GBP/USD,20150101 22:13:37.802,1.55805,1.55847
GBP/USD,20150101 22:13:38.806,1.55804,1.55847
GBP/USD,20150101 22:13:39.811,1.55806,1.55847
GBP/USD,20150101 22:13:40.816,1.55807,1.55847
GBP/USD,20150101 22:13:41.723,1.55807,1.55846
GBP/USD,20150101 22:13:41.819,1.55806,1.55846
GBP/USD,20150101 22:13:44.829,1.55807,1.55846
GBP/USD,20150101 22:13:45.331,1.55809,1.55846
GBP/USD,20150101 22:13:46.747,1.55809,1.55847
GBP/USD,20150101 22:13:46.747,1.55807,1.55847
GBP/USD,20150101 22:13:47.751,1.55805,1.55847
GBP/USD,20150101 22:13:49.777,1.55803,1.55847
GBP/USD,20150101 22:13:51.322,1.55805,1.55847
GBP/USD,20150101 22:13:51.327,1.55789,1.55847
GBP/USD,20150101 22:13:51.348,1.55802,1.55847
GBP/USD,20150101 22:13:52.542,1.55804,1.55847
GBP/USD,20150101 22:13:54.552,1.55805,1.55847
GBP/USD,20150101 22:13:58.716,1.55807,1.55847
GBP/USD,20150101 22:13:58.726,1.5581,1.55847
GBP/USD,20150101 22:13:58.752,1.55806,1.55847
GBP/USD,20150101 22:14:01.889,1.55812,1.55847
GBP/USD,20150101 22:14:01.894,1.55797,1.55847
GBP/USD,20150101 22:14:01.915,1.55806,1.55847
GBP/USD,20150101 22:14:02.961,1.55808,1.55847
GBP/USD,20150101 22:14:04.906,1.55809,1.55847
GBP/USD,20150101 22:14:05.971,1.55808,1.55847
GBP/USD,20150101 22:14:06.817,1.55802,1.55847
GBP/USD,20150101 22:14:06.822,1.55788,1.55847
GBP/USD,20150101 22:14:06.841,1.55804,1.55847
GBP/USD,20150101 22:14:06.952,1.55805,1.55847
GBP/USD,20150101 22:14:08.548,1.55806,1.55847
GBP/USD,20150101 22:14:11.061,1.55809,1.55847
GBP/USD,20150101 22:14:11.588,1.55807,1.55847
GBP/USD,20150101 22:14:11.609,1.55807,1.55845
GBP/USD,20150101 22:14:12.402,1.55807,1.55843
GBP/USD,20150101 22:14:12.509,1.55804,1.55843
GBP/USD,20150101 22:14:18.795,1.55804,1.55863
GBP/USD,20150101 22:14:23.207,1.55806,1.55855
GBP/USD,20150101 22:14:23.214,1.55799,1.55872
GBP/USD,20150101 22:14:23.239,1.55799,1.55865
